Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_Dropout,Status_Enrolled,Status_Graduate
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,143.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,128.7,Yes,No,No,Yes,Male,No,23,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,2,False,True,False
Single,Change of course,Second Choice,Informatics Engineering,Daytime,Secondary education,115.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Agricultural Workers,112.2,Yes,No,Yes,Yes,Male,No,18,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,2,False,True,False
Single,Over 23 years old,First Choice,Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,100.8,No,No,No,Yes,Male,No,24,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,133.1,Brazilian,Basic Education,Secondary Education,Unskilled Workers,Unskilled Workers,105.0,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,0,False,False,True
Single,International student (bachelor),First Choice,Equinculture,Daytime,Secondary education,133.1,Brazilian,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,100.0,No,No,No,Yes,Female,No,26,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,1,True,False,False
Married,Over 23 years old,First Choice,Basic Education,Daytime,Other,133.1,Portuguese,Basic Education,Other,Student,Student,115.5,No,No,No,Yes,Female,No,39,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,1,True,False,False
Married,Over 23 years old,First Choice,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,114.0,No,No,No,Yes,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,0,False,False,True
Single,International student (bachelor),First Choice,Informatics Engineering,Daytime,Secondary education,130.0,Santomean,Basic Education,Higher Education,Unskilled Workers,Professionals,137.0,Yes,No,No,Yes,Male,No,19,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,2,False,True,False
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,Basic Education,Secondary Education,Service Workers,Service Workers,124.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,132.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,120.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,0,False,False,True
Single,1st phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,135.0,Portuguese,Secondary Education,Higher Education,Unskilled Workers,Managers,134.3,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,2,False,True,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,115.0,Portuguese,Higher Education,Higher Education,Professionals,Professionals,111.5,Yes,No,Yes,No,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,1,True,False,False
Single,Short cycle diploma holders,First Choice,Veterinary Nursing,Daytime,Other,130.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,128.8,No,No,No,Yes,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,1,True,False,False
Single,1st phase - general contingent,Second Choice,Animation and Multimedia Design,Daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Armed Forces,110.0,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0,False,False,True
Married,Over 23 years old,First Choice,Social Service (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Agricultural Workers,Service Workers,113.5,Yes,No,No,Yes,Female,No,36,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,1,True,False,False
Divorced,Over 23 years old,First Choice,Agronomy,Daytime,Other,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Agricultural Workers,160.0,No,No,No,Yes,Female,No,43,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,0,False,False,True
Single,3rd phase - general contingent,First Choice,Basic Education,Daytime,Secondary education,123.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,117.4,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,1,True,False,False
Single,Change of institution/course,First Choice,Communication Design,Daytime,Secondary education,130.0,Portuguese,Higher Education,Secondary Education,Professionals,Machine Operators,122.2,No,No,Yes,Yes,Female,No,20,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,Second Choice,Social Service,Daytime,Secondary education,122.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Skilled Workers,118.2,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,1,True,False,False
Single,1st phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,113.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,106.7,Yes,No,No,Yes,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,1,True,False,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,111.0,Portuguese,Higher Education,Higher Education,Administrative Staff,Technicians,108.2,Yes,No,No,Yes,Female,No,20,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Basic Education,Daytime,Secondary education,133.1,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Technicians,107.0,Yes,No,No,Yes,Female,No,20,No,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,2,False,True,False
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,142.0,Portuguese,Basic Education,Basic Education,Agricultural Workers,Skilled Workers,136.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Management,Daytime,Secondary education,123.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Skilled Workers,115.3,Yes,No,No,Yes,Female,Yes,18,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,2,False,True,False
Single,1st phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,131.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,139.8,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,158.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Skilled Workers,157.0,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,122.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,131.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,1,True,False,False
Single,Change of course,First Choice,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Service Workers,100.0,No,No,No,Yes,Female,No,20,No,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,2,False,True,False
Single,2nd phase - general contingent,First Choice,Social Service,Daytime,Secondary education,154.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,140.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,2,False,True,False
Single,2nd phase - general contingent,First Choice,Management,Daytime,Secondary education,120.0,Portuguese,Basic Education,Basic Education,Technicians,Technicians,113.4,No,No,No,Yes,Female,No,20,No,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,2,False,True,False
Single,1st phase - general contingent,Second Choice,Veterinary Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,137.0,No,No,No,Yes,Female,No,18,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,127.0,Portuguese,Higher Education,Basic Education,Administrative Staff,Service Workers,121.8,No,No,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,0,False,False,True
Single,2nd phase - general contingent,First Choice,Tourism,Daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Service Workers,131.0,Yes,No,No,Yes,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,1,True,False,False
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,120.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,118.6,Yes,No,No,Yes,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,0,False,False,True
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,137.0,Portuguese,Higher Education,Basic Education,Professionals,Unskilled Workers,122.3,No,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,131.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,127.9,No,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Skilled Workers,121.3,Yes,No,No,Yes,Female,No,19,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Oral Hygiene,Daytime,Secondary education,122.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Service Workers,117.1,Yes,No,No,Yes,Female,No,19,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,1,True,False,False
Single,Technological specialization diploma holders,First Choice,Veterinary Nursing,Daytime,Technological specialization,160.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,160.0,Yes,No,No,Yes,Female,No,20,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,0,False,False,True
Single,1st phase - general contingent,First Choice,Basic Education,Daytime,Secondary education,146.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Technicians,145.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,2,False,True,False
Single,2nd phase - general contingent,Second Choice,Social Service,Daytime,Secondary education,131.0,Portuguese,Secondary Education,Higher Education,Service Workers,Technicians,122.6,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,132.0,Portuguese,Secondary Education,Basic Education,Machine Operators,Unskilled Workers,128.0,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,138.0,Portuguese,Basic Education,Basic Education,Service Workers,Machine Operators,124.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Communication Design,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,123.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,126.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Machine Operators,120.1,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,148.0,Portuguese,Secondary Education,Basic Education,Technicians,Technicians,131.7,Yes,No,No,Yes,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,1,True,False,False
Single,Change of course,First Choice,Social Service,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,133.2,No,No,No,Yes,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,117.0,Portuguese,Secondary Education,Basic Education,Technicians,Unskilled Workers,109.3,No,No,Yes,No,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,1,True,False,False
Single,2nd phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Basic Education,Basic Education,Service Workers,Service Workers,113.0,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,First Choice,Journalism and Communication,Daytime,Secondary education,153.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Workers,157.9,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,117.0,Portuguese,Basic Education,Secondary Education,Administrative Staff,Skilled Workers,112.1,No,No,No,Yes,Female,Yes,20,No,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,2,False,True,False
Single,3rd phase - general contingent,First Choice,Nursing,Daytime,Secondary education,178.0,Portuguese,Basic Education,Secondary Education,Administrative Staff,Machine Operators,174.7,No,No,No,Yes,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,129.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,128.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,116.0,Portuguese,Basic Education,Secondary Education,Administrative Staff,Administrative Staff,110.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,0,False,False,True
Single,Change of institution/course,First Choice,Management,Daytime,Secondary education,99.0,Portuguese,Higher Education,Secondary Education,Technicians,Technicians,99.7,Yes,No,Yes,No,Female,No,22,No,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,2,False,True,False
Single,1st phase - general contingent,Second Choice,Social Service,Daytime,Secondary education,135.0,Portuguese,Secondary Education,Other,Unskilled Workers,Armed Forces,121.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,141.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,131.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Basic Education,Daytime,Secondary education,132.0,Portuguese,Basic Education,Basic Education,Service Workers,Agricultural Workers,119.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,Second Choice,Tourism,Daytime,Secondary education,132.0,Portuguese,Other,Basic Education,Unskilled Workers,Unskilled Workers,124.7,Yes,No,No,Yes,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,1,True,False,False
Single,2nd phase - general contingent,First Choice,Tourism,Daytime,Secondary education,113.0,Portuguese,Secondary Education,Basic Education,Unskilled Workers,Armed Forces,117.2,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,1,True,False,False
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,134.0,Portuguese,Higher Education,Basic Education,Professionals,Armed Forces,128.8,No,No,No,Yes,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,0,False,False,True
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,136.0,Portuguese,Secondary Education,Basic Education,Unskilled Workers,Unskilled Workers,131.5,No,No,No,Yes,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,136.0,Portuguese,Higher Education,Basic Education,Professionals,Machine Operators,121.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2,False,True,False
Single,1st phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,129.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Skilled Workers,123.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,0,False,False,True
Single,2nd phase - general contingent,First Choice,Basic Education,Daytime,Secondary education,138.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Agricultural Workers,124.7,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,2,False,True,False
Single,1st phase - general contingent,First Choice,Basic Education,Daytime,Secondary education,137.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,132.8,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,0,False,False,True
